id,created_at,attitudes_count,comments_count,reposts_count,screen_name,follow_count,followers_count,gender,text
4404039485249835,2019-08-11,369,38,35,莫道紫情,1235,75588,f,杨紫烈火英雄超话 杨紫乔琳超话 原文转载20190808骨朵星番对@杨紫 的采访文章《独家专访丨杨紫：演员，不过一场自我成全》  独家专访丨杨紫：演员，不过一场自我成全 
4402607156068389,2019-08-07,232,374,221,传梦公益,573,155389,m,传梦公益联合发起人@黄晓明 的最新电影《烈火英雄》火热上映中#黄晓明致敬消防mv播放破亿# 平凡而又伟大，这就是消防员！主演黄晓明更是以一首《别哭，我最爱的人》向消防员们致敬，目前mv播放量已经破亿。希望更多的人都能关注到消防员们，也希望更多的人能注意消防安全！七彩人生， ...全文
4403347752451958,2019-08-09,286,437,6,板房蒋阿姨,646,1036874,f,昨天赶个末班车把《烈火英雄》看了，根据真实事件改编的，情节上确实有很多小瑕疵，但这个题材选的很好，看完觉得消防员真的不容易，很伟大，值得敬佩！杨紫和杜江的哭戏绝了，杜江的大眼睛呀，红着眼圈眼泪慢慢凝聚，然后再缓缓落下，妈呀，受不了，咋肥事，怎么忽然有点羡慕霍思燕了呢？ 《使 ...全文
4402996291082116,2019-08-08,206,87,7,大婷呗儿,1729,18901,f,杨紫超话yz#穿西装最飒女明星# zct#杨紫沉默的证人# 干练帅气的法医乔琳、勇敢的消防战士王璐确实很飒很帅气！@杨紫 8月1日《烈火英雄》8月16日《沉默的证人》每周五晚上十点的《中餐厅》  behindkrist的微博视频 
4402696855186820,2019-08-07,731,138,111,欧豪工作室,9,33776,m,欧豪超话  #欧豪电影烈火英雄#累计票房突破8亿！即便是短暂的甜蜜，回忆起来，爱意依旧涌上心头七夕快乐 
4402692200280709,2019-08-07,513,678,419,电影频道融媒体中心,305,741804,m,#黄晓明致敬消防mv播放破亿# 他们是最不凡又最平凡的一群人，他们为人民的幸福负重前行。电影《烈火英雄》主演@黄晓明 致敬消防员的歌曲《别哭，我最爱的人》MV今日播放量破亿，和我们一起关注消防群体，为消防安全助力！[加油][加油][加油] 电影频道融媒体中心的微博视频 
4402684817784902,2019-08-07,1319,101,43,哇唧唧哇,149,550458,m,X玖少年团超话谷嘉诚超话 ✖️#电影烈火英雄# 票房破8亿🔥演员谷嘉诚蓄势待发演绎平凡中的不平凡电影«烈火英雄»热映中@X玖少年团谷嘉诚BAE 饰 消防员周浩 
4403728200925001,2019-08-10,1128,14,46,影视圈老顽童,707,4776716,m,#烈火英雄票房破10亿#，除了感动，也有很多激燃的时刻。 影视圈老顽童的微博投票 
4403732315544209,2019-08-10,185,46,14,Lu_妍曦曦曦,340,1918,f,#烈火英雄票房破10亿##杨紫烈火英雄# 恭喜烈火英雄票房破10亿恭喜杨紫王璐@杨紫 献上烈火英雄首映礼的小视频🙈——烈火英雄之商业互吹防火监督员杨紫王璐很棒！很期待8.16“打女”杨紫乔琳#杨紫沉默的证人# @杨紫 Lu_妍曦曦曦的微博视频 
4402699095153678,2019-08-07,588,956,564,VIPKID官微,367,196057,f,#黄晓明致敬消防mv播放破亿# VIPKID形象大使、 电影《烈火英雄》主演@黄晓明 致敬消防员的歌曲《别哭，我最爱的人》MV今日播放量破亿！他们是最不凡又最平凡的一群人，他们为人民的幸福负重前行！和我们一起关注消防群体，为消防安全助力！[加油][加油][加油] VIPKID官微的微博视频 
4403728222744667,2019-08-10,182,196,151,黄晓明工作室,67,172563,m,黄晓明超话 领衔主演#电影烈火英雄#         🔥票房破10亿🔥 真情还原消防英雄热血背后       献给当代最可爱的人 
4401233102024938,2019-08-03,34752,4277,189560,杜江侦察记,691,11442136,m,出红海，下火海，又是一次战斗，让这个夏天和这群消防战士被看见被记得。他们的对手比人更可怕，他们的内心比火更炙热。感谢你们来过看过哭过赞过，我们无憾这一次来过战过一路走过。这一首来自@作曲董冬冬 @cicidodo 创作的《向火而行》，献给这群最可爱的消防员，以及每一个在平凡生活努力不平凡的小 ...全文
4401159874264258,2019-08-03,47703,10252,11127,欧豪,192,10275600,m,#这就是消防一周挑战##电影烈火英雄#我是消防员徐小斌，今天我在某水域进行水泵疏通，请问以下哪个物体不是我应该带走的？ps答对的朋友有机会获得电影官方@电影烈火英雄 送出的小惊喜～ 欧豪的微博投票 
4401485050102940,2019-08-04,31539,3036,1365,新剧不能停,469,9223632,m,#杨紫哭戏# 烈火英雄看完之后哭的稀里哗啦的，泪点太密集了，还有王璐和徐小斌这条线，太戳心窝子了，到最后王璐也没有跟徐小斌好好告别，全片最意难平 
4401942941905154,2019-08-05,12311,799,607,人民网,4518,65531947,m,#万能的消防员#【心疼！从3楼到6楼敲了72间房，救出16人后他当场呕吐】3日，江西九江一餐馆起火，火势延烧极其迅速，大火从餐馆烧到了隔壁的宾馆，42名消防员赶赴现场。搜救小组从3楼到6楼，敲了72间房，救出16人后，消防员喻宇航却因长时间高温下搜救，出现呕吐！ @人民视频 人民视频的秒拍视频 
4401697088200288,2019-08-04,27846,1671,5343,娱评姐,1040,2118877,f,#黄晓明消防员合唱##烈火英雄黄晓明原型# 烈火英雄这部电影，注定要改变一些事情 ！看哭了 感谢有你们 
4401891625076816,2019-08-05,20784,1290,1011,娱乐小Jio,243,1425526,f,#烈火英雄黄晓明原型#身处火海8小时，连续转阀门32000圈！向消防员致敬烈火英雄值得一看 
4401902731102660,2019-08-05,9527,1198,1272,新浪娱乐,3374,28914042,f,#烈火英雄黄晓明原型# 今天看到我饰演的消防员江立伟角色原型亲述自己的故事，还是让我感动不已。现实中的他们，远比电影里更震撼！请大家和我一起致敬平凡英雄，致敬这群最可爱的人们。#娱乐星小编# #全能leader黄晓明#  新浪娱乐的微博视频 
4401603840744504,2019-08-04,21570,11187,10329,杜江侦察记,691,11442136,m,一日一城，十五天，十五城。日夜不停与喜爱#电影烈火英雄#的观众见面交流。感受到大家的真诚、真挚。偷偷记录下在影院默默拭泪的每个你...你们也会觉得电影里的我是消防员的一员，我就觉得值了。“烈火英雄”四个字不仅意味着一部电影，是真实存在的一群人，一直守护着我们。如果通过这部电影，这个角 ...全文
4401677774019872,2019-08-04,5629,387,520,微博电影,2093,13703269,m,#黄晓明消防员合唱# 今日黄晓明亮相《烈火英雄》消防员专场，现场与消防员们一起合唱《别哭，我最爱的人》，身体力行为消防安全宣传助力，向中国消防致敬  微博电影的微博视频 
4401847022096876,2019-08-05,24151,1210,772,少女短信,39,653141,f,李现和杨紫两人不得了啊，都一起被央视表扬。还是多次，亲爱的热爱的两人一起被表扬，这次杨紫因电影烈火英雄被表扬，李现因运动被表扬。 
4402961989797981,2019-08-08,271,20,9,网易云音乐,758,13725848,m,#首发#演员杜江@杜江侦察记 为电影烈火英雄超话演唱的礼赞曲《向火而行》正式上线！温柔而深情的钢琴声渐渐响起，伴随着宏伟肃穆的弦乐轻奏出悠扬的旋律，耳边传来的是杜江超话低沉的男儿声线。“向火光而行，逆人群而进。”向每个奋战在前线的烈火英雄致敬！&gt;&gt;网页链接 
4404039485249835,2019-08-11,369,38,35,莫道紫情,1235,75588,f,杨紫烈火英雄超话 杨紫乔琳超话 原文转载20190808骨朵星番对@杨紫 的采访文章《独家专访丨杨紫：演员，不过一场自我成全》  独家专访丨杨紫：演员，不过一场自我成全 
4403851488562008,2019-08-10,202,219,113,吕彦妮Lvyanni,563,162896,f,《黄晓明：让恐惧，拯救我》 「这是职责所在，一旦穿上了这身衣服，就注定了会有所牺牲，如果一定要牺牲，他们会说，『我们来』。就是如此。」@黄晓明 电影烈火英雄超话  黄晓明：让恐惧，拯救我 
4402994059290823,2019-08-08,163,9,9,伞花菌,193,3372371,f,杨紫和欧豪的“火焰cp”看得我一脸姨母笑......这段充满酸甜苦辣的军恋，真的感动了#电影烈火英雄##烈火英雄电影故事原型# 伞花菌的微博视频 
4403769410322311,2019-08-10,310,305,391,瓜组每日播报,295,1292715,m,黄晓明和消防员们一起合唱《别哭，我最爱的人》，烈火英雄里的江队长英勇牺牲赚是了观众一大波眼泪，戏外的江队长今天也是为消防安全打call的一天！ 瓜组每日播报的微博视频 
4403803874404938,2019-08-10,140,8,20,易烊千玺的白敬亭夫人,246,136,f,#烈火英雄电影故事原型#没想到这竟然是发生在大连的事情，那时候的我才11岁，还不知道身边发生过这么大的灾难……所以，哪有什么岁月静好，不过是有人替你负重前行和妈妈从头哭到尾，她说谢谢我带她来看了这么一部震撼的电影，要不然她可能永远也不会看到，也永远不会知道消防员究竟有多伟大 
4402764987691511,2019-08-07,220,23,105,纪录片之声,167,506704,f,#烈火英雄##烈火英雄欧豪杨紫原型# 电影故事原型看《烈火英雄》从头哭到尾！现实中的他们更催泪！ 纪录片之声的微博视频 
4401976441482150,2019-08-05,96,56,12,凤凰网视频,2780,11490430,f,#真正的烈火英雄##消防员多次冲向燃烧煤气罐#【消防员浴“火”奋战 放火男围观跳舞】8月4日，贵州清镇一男子因醉酒在家门口欲点燃煤气罐。消防员劝说时，煤气罐突然被点燃推倒在地。消防员彭西林直冲上前，多次欲控制火源反被热浪逼退。当彭西林冒险提起煤气罐时，点火男子却在一旁手舞足蹈。最终，彭 ...全文
4403102142322543,2019-08-08,595,23,52,想和你在一起是真的,162,1246254,m,看完《烈火英雄》之后，印象最深刻的还是欧豪和杨紫的部分。他们还没拍完婚纱照就被打断去执行任务，直到分开的前一刻还在呛声，谁都不肯放下性子和对方道歉，像极了恋爱中的你我。谁能想到呢，这一分开竟然就是永别。当他缓缓沉入冰冷海水，脑海中最后浮现的，是那张还没来得及洗出来的结婚照，照 ...全文
4402991182773806,2019-08-08,212,30,50,大连成,419,1101644,m,#大连爆料#【网友谈电影《烈火英雄》】2010.7.16，大连七一六，新港那场石油输油管线爆炸大火，就是从家门口今天看电影的这个电影院门前的路口开始封锁戒严的，那时这里还没建高楼…还记得当时我们全小区几乎全空了，那几晚，是伴着消防车的鸣笛躺上床的。电影里全省消防车在高速上逆向驶来，是我第一 ...全文
4403119632918707,2019-08-08,459,80,6,娱乐追击令,1439,2298705,f,烈火英雄[星星][星星][星星][星星]，看完了，很难过，很感动，消防兵太不容易了。黄晓明演技挺好。电影院看哭了好多人。 很多人都不了解消防兵，想了解的可以去看看这部电影，非常催泪。 
4403436881336774,2019-08-09,109,47,4,中国电影报道,1664,7521878,m,#票房#【《烈火英雄》破9亿 日票房反超《使徒行者2》】据1905电影网数据显示， 8月8日，大盘报收票房2.54亿。#哪吒之魔童降世#日票房1.21亿，继续蝉联日榜冠军，累计票房30.45亿，成为中国电影史上第8部票房破30亿的影片。电影烈火英雄超话 票房6338万，轻松反超《使徒行者2》重回日榜亚军之位，累 ...全文
4404021126826943,2019-08-11,37,0,7,财联社APP,1156,1487048,m,【《哪吒之魔童降世》累计票房超33亿元】财联社8月11日讯，《哪吒之魔童降世》累计票房超33亿元，距迈入中国影史票房榜前五强仅差不足1亿元。电影《烈火英雄》票房突破10亿，成为暑期第三部票房破10亿国产电影。 
4403698144493478,2019-08-10,82,15,19,一句正能量的话,265,4430585,f,《爆哭！黄晓明《烈火英雄》刷屏：“那个逆行的身影，我不敢忘”》 《爆哭！黄晓明《烈火英雄》刷屏：“那个逆行的身影，我不敢忘”》 
